word,times_added,times_removed,net_change,absolute_change
500th,11,11,0,22
resistencia,11,11,0,22
1892,11,11,0,22
observe,11,11,0,22
like,11,11,0,22
actual,11,11,0,22
fleet,11,11,0,22
parades,11,11,0,22
include,11,9,2,20
discoverers,11,11,0,22
following,11,11,0,22
open,11,9,2,20
los,11,11,0,22
offices,11,9,2,20
caribbean,11,12,-1,23
scale,11,11,0,22
angeles,11,11,0,22
cabral,10,10,0,20
result,10,10,0,20
proclaimed,10,10,0,20
22,10,10,0,20
500,10,10,0,20
indígena,10,10,0,20
iowa,10,10,0,20
ku,10,10,0,20
thought,10,10,0,20
led,10,10,0,20
klan,10,10,0,20
occurred,10,10,0,20
wanted,10,10,0,20
human,10,11,-1,21
rican,10,10,0,20
social,10,10,0,20
quotes,10,10,0,20
encounter,10,10,0,20
rica,10,10,0,20
yorktown,10,10,0,20
navy,10,10,0,20
spaniards,10,10,0,20
department,10,10,0,20
community,10,10,0,20
seen,10,10,0,20
lobbying,10,10,0,20
parade,10,10,0,20
rico,10,10,0,20
instituted,10,10,0,20
ii,10,10,0,20
non,10,10,0,20
bry,10,10,0,20
victory,10,10,0,20
puerto,10,10,0,20
criticism,10,10,0,20
time,10,11,-1,21
klux,10,10,0,20
generally,10,10,0,20
236,10,10,0,20
society,10,10,0,20
volume,10,10,0,20
rituals,10,10,0,20
summer,10,10,0,20
took,10,12,-2,22
1987,10,10,0,20
originated,10,10,0,20
1998,10,10,0,20
know,10,10,0,20
pro,10,11,-1,21
quito,10,10,0,20
heritage,10,10,0,20
military,10,11,-1,21
served,10,10,0,20
oct,10,10,0,20
1913,10,9,1,19
met,10,10,0,20
observation,10,10,0,20
final,10,10,0,20
originally,10,10,0,20
bartolomé,10,10,0,20
saddam,10,10,0,20
toppled,10,10,0,20
genoa,10,10,0,20
2000,10,10,0,20
1957,10,10,0,20
knights,10,10,0,20
war,10,10,0,20
2016,9,6,3,15
secular,9,8,1,17
voyage,9,10,-1,19
argüelles,9,8,1,17
congress,9,9,0,18
faustino,9,8,1,17
market,9,9,0,18
proposed,9,8,1,17
española,9,8,1,17
berkeley,9,9,0,18
rodríguez,9,8,1,17
díaz,9,8,1,17
related,9,8,1,17
respeto,8,8,0,16
brought,8,7,1,15
peat,8,7,1,15
followed,8,7,1,15
conquest,8,7,1,15
washington,8,7,1,15
uruguay,8,8,0,16
naming,8,7,1,15
italys,8,8,0,16
achievement,8,7,1,15
did,8,7,1,15
opportunity,8,7,1,15
times,8,8,0,16
virgen,8,8,0,16
law,8,7,1,15
settlement,8,8,0,16
remembrance,8,8,0,16
regarding,8,7,1,15
vermont,8,7,1,15
diversidad,8,8,0,16
mexico,8,9,-1,17
thanksgiving,8,8,0,16
issued,8,7,1,15
festivity,8,8,0,16
1730,8,8,0,16
américas,8,8,0,16
movement,8,7,1,15
mark,8,7,1,15
texas,8,7,1,15
little,8,8,0,16
leader,8,7,1,15
end,8,9,-1,17
colonization,8,7,1,15
churches,8,7,1,15
called,8,8,0,16
festa,8,8,0,16
regime,8,8,0,16
boston,8,7,1,15
governments,8,7,1,15
david,8,7,1,15
2017,7,4,3,11
based,7,6,1,13
canada,7,8,-1,15
minnesota,7,9,-2,16
parts,7,7,0,14
cincinnati,6,7,-1,13
2018,6,7,-1,13
2001,6,6,0,12
jews,6,5,1,11
politically,6,4,2,10
300th,6,6,0,12
veterans,6,7,-1,13
santa,6,10,-4,16
1905,6,5,1,11
heroes,6,6,0,12
bahamas,6,6,0,12
austin,6,6,0,12
1968,6,6,0,12
seattle,6,6,0,12
cambridge,6,4,2,10
usually,6,5,1,11
region,6,6,0,12
schools,6,4,2,10
different,6,6,0,12
slaves,6,4,2,10
com,6,4,2,10
1792,6,6,0,12
currently,6,5,1,11
400th,6,6,0,12
change,6,4,2,10
ranging,6,6,0,12
killing,6,6,0,12
event,6,6,0,12
hugo,6,6,0,12
21,6,7,-1,13
alhambra,6,5,1,11
million,6,6,0,12
discoverer,6,4,2,10
postal,6,6,0,12
county,6,4,2,10
varies,6,7,-1,13
named,6,8,-2,14
origin,5,5,0,10
character,5,5,0,10
friendship,5,5,0,10
memory,5,5,0,10
insatiable,5,5,0,10
lega,5,5,0,10
kirkpatrick,5,5,0,10
tyrant,5,5,0,10
section,5,5,0,10
question,5,5,0,10
crowd,5,5,0,10
agencies,5,5,0,10
boundaries,5,5,0,10
culturas,5,5,0,10
march,5,5,0,10
1947,5,5,0,10
foreign,5,5,0,10
nos,5,5,0,10
mix,5,5,0,10
310,5,5,0,10
proving,5,5,0,10
graphic,5,5,0,10
agree,5,5,0,10
liberty,5,5,0,10
madrid,5,5,0,10
previous,5,5,0,10
mcdonald,5,5,0,10
robin,5,5,0,10
hold,5,5,0,10
kubal,5,5,0,10
terrorizing,5,5,0,10
adults,5,5,0,10
benjamin,5,5,0,10
compendium,5,5,0,10
characteristic,5,5,0,10
venezuelan,5,5,0,10
loyalty,5,5,0,10
documentary,5,5,0,10
methods,5,5,0,10
masked,5,5,0,10
corps,5,5,0,10
centennial,5,5,0,10
regata,5,5,0,10
arrived,5,5,0,10
2015,5,5,0,10
far,5,5,0,10
marches,5,5,0,10
encounters,5,5,0,10
fiestas,5,5,0,10
reflect,5,5,0,10
varied,5,5,0,10
são,5,5,0,10
brazilians,5,5,0,10
000,5,5,0,10
ocean,5,7,-2,12
propaganda,5,5,0,10
necessity,5,5,0,10
companhia,5,5,0,10
festivities,5,5,0,10
1907,5,5,0,10
ethnicity,5,5,0,10
marchers,5,5,0,10
notably,5,5,0,10
controversial,5,5,0,10
beings,5,5,0,10
palgrave,5,5,0,10
overshadowed,5,5,0,10
statues,5,5,0,10
325,5,5,0,10
casa,5,5,0,10
brasil,5,6,-1,11
destrucción,5,5,0,10
generoso,5,5,0,10
themes,5,5,0,10
published,5,5,0,10
coincide,5,5,0,10
employer,5,5,0,10
vicente,5,5,0,10
unique,5,5,0,10
marked,5,5,0,10
conducted,5,5,0,10
barbas,5,5,0,10
blades,5,5,0,10
legend,5,5,0,10
nature,5,5,0,10
azurduy,5,5,0,10
nativists,5,5,0,10
pope,5,5,0,10
franklin,5,5,0,10
concept,5,5,0,10
current,5,5,0,10
journey,5,5,0,10
clash,5,5,0,10
workers,5,5,0,10
claimed,5,5,0,10
residents,5,5,0,10
enslavement,5,5,0,10
held,5,5,0,10
shores,5,5,0,10
identity,5,5,0,10
das,5,5,0,10
revolutionary,5,5,0,10
lilia,5,5,0,10
statewide,5,5,0,10
paradise,5,5,0,10
priest,5,5,0,10
constitution,5,5,0,10
justice,5,5,0,10
refers,5,5,0,10
coincidentally,5,5,0,10
upright,5,5,0,10
conceived,5,5,0,10
pageant,5,5,0,10
journalist,5,5,0,10
republic,5,8,-3,13
1934,5,5,0,10
tremble,5,5,0,10
uniform,5,5,0,10
rewriting,5,5,0,10
modern,5,5,0,10
davis,5,5,0,10
choose,5,5,0,10
previously,5,5,0,10
mary,5,5,0,10
surrounding,5,5,0,10
asian,5,5,0,10
largely,5,5,0,10
adjoins,5,5,0,10
viewers,5,5,0,10
acts,5,5,0,10
planned,5,5,0,10
occasions,5,5,0,10
evidenced,5,5,0,10
indias,5,5,0,10
statutory,5,5,0,10
autochthonous,5,5,0,10
wing,5,5,0,10
encuentro,5,5,0,10
maintaining,5,5,0,10
1917,5,5,0,10
abstain,5,5,0,10
ethnic,5,5,0,10
write,5,5,0,10
close,5,5,0,10
monument,5,5,0,10
half,5,5,0,10
baghdad,5,5,0,10
gathering,5,5,0,10
nations,5,5,0,10
engraving,5,5,0,10
335,5,5,0,10
tribe,5,5,0,10
patriotism,5,5,0,10
359,5,5,0,10
2010,5,6,-1,11
sale,5,5,0,10
theodor,5,5,0,10
meadows,5,5,0,10
adamski,5,5,0,10
contemporary,5,5,0,10
sought,5,5,0,10
intercontinental,5,5,0,10
graffiti,5,5,0,10
florida,5,6,-1,11
zinn,5,5,0,10
poster,5,5,0,10
immigrant,5,5,0,10
investors,5,5,0,10
plan,5,5,0,10
weatherford,5,5,0,10
kirchner,5,6,-1,11
repay,5,5,0,10
twenties,5,5,0,10
roosevelt,5,5,0,10
says,5,5,0,10
liner,5,5,0,10
50,5,5,0,10
focuses,5,5,0,10
eyes,5,5,0,10
poets,5,5,0,10
nowadays,5,5,0,10
widely,5,5,0,10
documents,5,5,0,10
period,5,5,0,10
renaissance,5,5,0,10
argentine,5,5,0,10
bond,5,5,0,10
postponed,5,5,0,10
1971,5,5,0,10
catholics,5,5,0,10
women,5,5,0,10
weiser,5,5,0,10
men,5,5,0,10
come,5,5,0,10
describes,5,5,0,10
trópicos,5,5,0,10
ordered,5,6,-1,11
thumbnail,5,5,0,10
usa,5,5,0,10
injustices,5,5,0,10
nationalism,5,5,0,10
dates,5,6,-1,11
purposes,5,5,0,10
rallying,5,5,0,10
gómez,5,5,0,10
toppling,5,5,0,10
enthusiastically,5,5,0,10
19th,5,5,0,10
18th,5,5,0,10
increased,5,5,0,10
logbook,5,5,0,10
ireland,5,5,0,10
fell,5,5,0,10
monarchy,5,5,0,10
alaska,5,5,0,10
islands,5,5,0,10
brazilian,5,5,0,10
proclaim,5,5,0,10
think,5,5,0,10
nieto,5,5,0,10
existence,5,5,0,10
vol,5,5,0,10
35,5,5,0,10
1866,5,5,0,10
respective,5,5,0,10
fine,5,5,0,10
idea,5,5,0,10
banks,5,5,0,10
showed,5,5,0,10
complete,5,5,0,10
status,5,5,0,10
harrison,5,5,0,10
2006,5,5,0,10
resolution,5,5,0,10
nothings,5,5,0,10
pedestal,5,5,0,10
arms,5,5,0,10
preventing,5,5,0,10
thursday,5,5,0,10
changes,5,5,0,10
aimed,5,5,0,10
foster,5,5,0,10
sharpness,5,5,0,10
protests,5,5,0,10
latino,5,5,0,10
test,5,5,0,10
meeting,5,5,0,10
jack,5,5,0,10
center,5,5,0,10
mutilation,5,5,0,10
speaking,5,5,0,10
ss,5,5,0,10
generation,5,5,0,10
service,5,5,0,10
neighboring,5,5,0,10
subjugate,5,5,0,10
oklahoma,5,5,0,10
38,5,5,0,10
timothy,5,5,0,10
álvares,5,5,0,10
existing,5,5,0,10
tribal,5,5,0,10
jesse,5,5,0,10
giving,5,5,0,10
traditional,5,5,0,10
oldest,5,5,0,10
96,5,5,0,10
1990,5,5,0,10
cutting,5,5,0,10
periodic,5,5,0,10
contrast,5,5,0,10
depicting,5,5,0,10
11,5,5,0,10
boasts,5,5,0,10
diverse,5,5,0,10
act,5,5,0,10
emperor,5,5,0,10
paulo,5,5,0,10
richness,5,5,0,10
african,5,5,0,10
eighty,5,5,0,10
expanded,5,5,0,10
founded,5,5,0,10
rosada,5,5,0,10
macmillan,5,5,0,10
information,5,5,0,10
protestant,5,5,0,10
gathered,5,5,0,10
violence,5,5,0,10
350,5,5,0,10
strangest,5,5,0,10
preachers,5,5,0,10
near,5,5,0,10
ongoing,5,5,0,10
hussein,5,5,0,10
anthropologist,5,5,0,10
1584,5,5,0,10
strain,5,5,0,10
yrigoyen,5,5,0,10
shall,5,5,0,10
famous,5,5,0,10
democracy,5,5,0,10
personally,5,5,0,10
favor,5,5,0,10
1552,5,5,0,10
aux,5,5,0,10
servants,5,5,0,10
statute,5,5,0,10
enshrined,5,5,0,10
citizenship,5,5,0,10
pp,5,5,0,10
counter,5,5,0,10
patriotic,5,5,0,10
ignorance,5,5,0,10
greatest,5,5,0,10
blackfoot,5,5,0,10
conservatives,5,5,0,10
nineteen,5,5,0,10
recorded,5,5,0,10
politicians,5,5,0,10
gain,5,5,0,10
driven,5,5,0,10
monuments,5,5,0,10
um,5,5,0,10
knocked,5,5,0,10
angelo,5,5,0,10
municipalities,5,5,0,10
created,5,5,0,10
defense,5,5,0,10
exactly,5,5,0,10
traction,5,5,0,10
important,5,5,0,10
relación,5,5,0,10
paragraph,5,5,0,10
programs,5,5,0,10
chapter,5,5,0,10
ties,5,5,0,10
norman,5,5,0,10
hour,5,5,0,10
hispanicity,5,5,0,10
christ,5,5,0,10
services,5,5,0,10
university,5,5,0,10
governors,5,5,0,10
1948,5,5,0,10
arawak,5,5,0,10
paid,5,5,0,10
decrying,5,5,0,10
monarca,5,5,0,10
trial,5,5,0,10
portugal,5,5,0,10
present,5,5,0,10
coast,5,5,0,10
black,5,5,0,10
taken,5,5,0,10
imperador,5,5,0,10
surrounded,5,5,0,10
compromise,5,5,0,10
anse,5,5,0,10
multi,5,5,0,10
revised,5,5,0,10
age,5,5,0,10
media,5,5,0,10
slices,5,5,0,10
just,5,5,0,10
emphasizing,5,5,0,10
worlds,5,5,0,10
tradition,5,5,0,10
surveys,5,5,0,10
complementary,5,5,0,10
initial,5,5,0,10
1994,5,5,0,10
urgency,5,5,0,10
chosen,5,6,-1,11
1868,5,5,0,10
right,5,5,0,10
mobilize,5,5,0,10
26,5,5,0,10
juana,5,5,0,10
emphasize,5,5,0,10
2013,5,5,0,10
cut,5,5,0,10
described,5,5,0,10
normal,5,5,0,10
association,5,5,0,10
particularly,5,5,0,10
operate,5,5,0,10
races,5,5,0,10
june,5,5,0,10
authorized,5,5,0,10
virgin,5,5,0,10
ecuador,5,5,0,10
remain,5,5,0,10
bureau,5,5,0,10
designate,5,5,0,10
honolulu,5,5,0,10
italiana,5,5,0,10
representatives,5,5,0,10
local,5,5,0,10
larco,5,5,0,10
follow,5,5,0,10
tens,5,5,0,10
indies,5,5,0,10
ideals,5,5,0,10
walk,5,5,0,10
2005,5,5,0,10
1922,5,5,0,10
stylized,5,5,0,10
nicola,5,5,0,10
cristina,5,6,-1,11
burgeoning,5,5,0,10
definitive,5,5,0,10
siege,5,5,0,10
royal,5,5,0,10
school,5,5,0,10
ed,5,5,0,10
descobrimento,5,5,0,10
daring,5,5,0,10
position,5,5,0,10
sprayed,5,5,0,10
mainland,5,5,0,10
faithful,5,5,0,10
labor,5,5,0,10
treatment,5,5,0,10
newly,5,5,0,10
tuesday,5,5,0,10
details,5,5,0,10
sense,5,5,0,10
mobilization,5,5,0,10
friday,5,5,0,10
reflects,5,5,0,10
sword,5,5,0,10
want,5,5,0,10
marine,5,5,0,10
critic,5,5,0,10
waves,5,5,0,10
works,5,5,0,10
interrelated,5,5,0,10
citizen,5,5,0,10
moved,5,5,0,10
edge,5,5,0,10
conference,5,5,0,10
observing,5,5,0,10
stock,5,5,0,10
1916,5,5,0,10
star,5,5,0,10
knifing,5,5,0,10
letras,5,5,0,10
forces,5,5,0,10
scholars,5,5,0,10
primarily,5,5,0,10
wednesday,5,5,0,10
opposed,5,5,0,10
republicans,5,5,0,10
chile,5,5,0,10
customarily,5,5,0,10
accordance,5,5,0,10
quin,5,5,0,10
italians,5,5,0,10
1500,5,5,0,10
mainstream,5,5,0,10
districts,5,5,0,10
continuously,5,5,0,10
said,5,5,0,10
argued,5,5,0,10
teach,5,5,0,10
speroni,5,5,0,10
systematic,5,5,0,10
noce,5,5,0,10
bulletin,5,5,0,10
physics,5,5,0,10
universe,5,5,0,10
constitute,5,5,0,10
republics,5,5,0,10
moritz,5,5,0,10
1981,5,5,0,10
movements,5,5,0,10
solidarity,5,5,0,10
juan,5,5,0,10
insults,5,5,0,10
2nd,5,5,0,10
era,5,5,0,10
1928,5,5,0,10
eliminate,5,5,0,10
salem,5,5,0,10
independence,5,5,0,10
collective,5,5,0,10
aporrea,5,5,0,10
development,5,5,0,10
hipólito,5,5,0,10
cruelty,5,5,0,10
territory,5,5,0,10
torturing,5,5,0,10
establishing,5,5,0,10
tammany,5,5,0,10
historical,5,5,0,10
1775,5,5,0,10
citizenry,5,5,0,10
charles,5,5,0,10
response,5,5,0,10
afflicting,5,5,0,10
immigrants,5,5,0,10
025,5,5,0,10
claims,5,5,0,10
1960s,5,5,0,10
bear,5,5,0,10
strands,5,5,0,10
political,5,6,-1,11
bid,5,5,0,10
72,5,5,0,10
september,5,5,0,10
virginia,5,5,0,10
honors,5,5,0,10
description,5,5,0,10
commemorating,5,6,-1,11
december,5,8,-3,13
2008,5,5,0,10
brevísima,5,5,0,10
medieval,5,5,0,10
armed,5,5,0,10
delano,5,5,0,10
racial,5,5,0,10
exchanges,5,5,0,10
navale,5,5,0,10
account,5,5,0,10
1996,5,5,0,10
civilian,5,5,0,10
importance,5,5,0,10
hemisphere,5,5,0,10
requested,5,5,0,10
schwarcz,5,5,0,10
teachers,5,5,0,10
el,5,7,-2,12
fraternal,5,5,0,10
greed,5,5,0,10
parties,5,5,0,10
howard,5,5,0,10
progress,5,5,0,10
ships,5,6,-1,11
allusive,5,5,0,10
folklore,5,5,0,10
leif,4,4,0,8
recent,4,5,-1,9
transform,4,4,0,8
land,4,5,-1,9
wow,4,4,0,8
external,4,4,0,8
month,4,4,0,8
organizations,4,5,-1,9
columbian,4,5,-1,9
links,4,4,0,8
honor,4,5,-1,9
erikson,4,4,0,8
autumn,4,2,2,6
fall,4,4,0,8
scheduling,4,4,0,8
weekday,4,4,0,8
background,4,4,0,8
library,4,4,0,8
text,4,4,0,8
additional,4,3,1,7
alliance,4,4,0,8
references,4,4,0,8
salt,4,2,2,6
nth,4,4,0,8
frontpagemag,4,4,0,8
en,4,4,0,8
faced,4,5,-1,9
article,4,4,0,8
language,4,4,0,8
longer,4,4,0,8
lake,4,2,2,6
pow,4,4,0,8
exposition,4,4,0,8
holy,3,2,1,5
struggles,3,2,1,5
diminish,3,2,1,5
asserted,3,2,1,5
legacy,3,3,0,6
permanent,3,2,1,5
instigated,3,2,1,5
spelman,3,4,-1,7
handful,3,4,-1,7
1495,3,2,1,5
mysticism,3,2,1,5
reason,3,2,1,5
symcox,3,2,1,5
ended,3,3,0,6
pointed,3,2,1,5
basis,3,2,1,5
inhabited,3,2,1,5
voided,3,3,0,6
continue,3,4,-1,7
churchill,3,2,1,5
cities,3,5,-2,8
legitimize,3,2,1,5
brilliant,3,4,-1,7
mythologizing,3,2,1,5
dec,3,3,0,6
contending,3,2,1,5
granada,3,2,1,5
criticisms,3,2,1,5
glorification,3,2,1,5
nationalist,3,4,-1,7
collectivism,3,2,1,5
christians,3,2,1,5
strains,3,2,1,5
oppression,3,2,1,5
northampton,3,2,1,5
route,3,4,-1,7
populist,3,2,1,5
later,3,3,0,6
decline,3,4,-1,7
project,3,2,1,5
paul,3,4,-1,7
hand,3,2,1,5
codified,3,2,1,5
fe,3,4,-1,7
order,3,3,0,6
applies,3,2,1,5
institute,3,2,1,5
primitivism,3,2,1,5
depicted,3,2,1,5
hispanist,3,2,1,5
argument,3,2,1,5
frequently,3,2,1,5
exploited,3,4,-1,7
self,3,2,1,5
tacoma,3,4,-1,7
underdeveloped,3,2,1,5
phoenix,3,2,1,5
combine,3,2,1,5
let,3,2,1,5
represented,3,2,1,5
wisconsin,3,2,1,5
dane,3,2,1,5
17,3,3,0,6
michael,3,2,1,5
quincentennial,3,2,1,5
ambition,3,2,1,5
seven,3,3,0,6
problematic,3,2,1,5
started,3,2,1,5
cruz,3,2,1,5
commenting,3,2,1,5
ecumenical,3,2,1,5
arizona,3,2,1,5
general,3,2,1,5
berliner,3,2,1,5
eschew,3,4,-1,7
rand,3,2,1,5
remained,3,2,1,5
sitting,3,2,1,5
degradation,3,2,1,5
bringing,3,2,1,5
avoid,3,2,1,5
hope,3,2,1,5
transported,3,2,1,5
treat,3,2,1,5
shumlin,3,2,1,5
claiming,3,2,1,5
montana,3,2,1,5
easier,3,2,1,5
freedom,3,2,1,5
alternative,3,2,1,5
expulsion,3,2,1,5
yearly,3,2,1,5
science,3,2,1,5
future,3,3,0,6
business,3,2,1,5
kate,3,2,1,5
closed,3,4,-1,7
home,3,2,1,5
legislature,3,2,1,5
secondarily,3,2,1,5
st,3,4,-1,7
stated,3,4,-1,7
elements,3,2,1,5
mankato,3,4,-1,7
sparsely,3,2,1,5
civilization,3,2,1,5
latest,3,2,1,5
sebastopol,3,2,1,5
dying,3,2,1,5
laws,3,2,1,5
refrain,3,2,1,5
missoula,3,2,1,5
asserts,3,2,1,5
commemoration,3,2,1,5
historian,3,4,-1,7
attempting,3,2,1,5
sending,3,2,1,5
individualism,3,2,1,5
responsibility,3,2,1,5
saying,3,2,1,5
commemorates,3,2,1,5
multiple,3,2,1,5
ayn,3,2,1,5
amherst,3,2,1,5
capital,3,4,-1,7
mariner,3,4,-1,7
franco,3,3,0,6
editor,3,2,1,5
protest,3,2,1,5
argue,3,2,1,5
sold,3,2,1,5
ward,3,2,1,5
executive,3,2,1,5
shops,3,4,-1,7
geoffrey,3,2,1,5
renamed,3,2,1,5
similarly,3,2,1,5
reliance,3,2,1,5
champion,3,4,-1,7
big,3,2,1,5
takes,3,2,1,5
portland,3,4,-1,7
north,3,3,0,6
remember,3,2,1,5
dozens,3,4,-1,7
oberlin,3,3,0,6
taking,3,2,1,5
brown,3,2,1,5
unused,3,2,1,5
population,3,4,-1,7
historians,3,2,1,5
localities,3,2,1,5
college,3,4,-1,7
deal,3,2,1,5
repealed,3,3,0,6
specifically,3,2,1,5
occasion,3,2,1,5
correct,3,2,1,5
book,3,2,1,5
revisionists,3,2,1,5
boise,3,4,-1,7
places,3,2,1,5
cristopher,3,2,1,5
enslaved,3,4,-1,7
ideas,3,2,1,5
expressed,3,2,1,5
does,3,2,1,5
redefine,3,2,1,5
polynesian,3,2,1,5
productive,3,2,1,5
trinity,3,2,1,5
utah,3,2,1,5
bank,3,4,-1,7
exclude,3,2,1,5
ban,3,3,0,6
newness,3,2,1,5
peter,3,2,1,5
group,3,2,1,5
likely,3,4,-1,7
activist,3,2,1,5
body,3,2,1,5
rape,2,2,0,4
woopwoop,2,2,0,4
replace,2,2,0,4
kill,2,2,0,4
rapistss,2,2,0,4
annually,2,2,0,4
ancel,2,2,0,4
chose,2,2,0,4
aircrafts,2,2,0,4
95,1,1,0,2
file,1,1,0,2
1937,1,2,-1,3
edgren,1,1,0,2
5j9hg4jhj9,1,1,0,2
fnational,1,1,0,2
wuz,1,1,0,2
waylon,1,1,0,2
nstead,1,1,0,2
han,1,1,0,2
jerk,1,1,0,2
horaof,1,1,0,2
jata,1,1,0,2
oceanin,1,1,0,2
chili,1,1,0,2
darien,1,1,0,2
landfall,1,1,0,2
orange,1,1,0,2
gcristoforo,1,1,0,2
hid,1,1,0,2
invasive,1,1,0,2
boy,1,1,0,2
online,1,1,0,2
killed,1,1,0,2
john,1,1,0,2
pintatook,1,1,0,2
probably,1,1,0,2
page,1,1,0,2
pingas,1,1,0,2
edits,1,1,0,2
ihsan,1,1,0,2
naya,1,1,0,2
namesake,1,1,0,2
wikipedia,1,1,0,2
homosexual,1,1,0,2
merciless,1,1,0,2
busbus,1,1,0,2
caught,1,1,0,2
manaya,1,1,0,2
carp,1,1,0,2
ko,1,1,0,2
soda,1,1,0,2
illness,1,1,0,2
janavari,1,1,0,2
natives,1,1,0,2
03,1,0,1,1
sex,1,1,0,2
kyo,1,1,0,2
man,1,1,0,2
hai,1,1,0,2
invasion,1,1,0,2
amerindian,1,1,0,2
cat,1,1,0,2
editors,1,1,0,2
1912,1,1,0,2
link,1,1,0,2
brotherthumb,1,1,0,2
statesis,1,1,0,2
sal,1,1,0,2
fat,1,1,0,2
delete,1,1,0,2
raped,1,1,0,2
welcomed,1,1,0,2
1472,1,1,0,2
idc,1,1,0,2
movable,1,0,1,1
dad,1,1,0,2
jpg,1,1,0,2
welcome,1,1,0,2
spent,1,1,0,2
statesbut,1,1,0,2
textitalic,1,1,0,2
marking,1,1,0,2
rules,1,1,0,2
timeanddate,1,0,1,1
222222,1,1,0,2
slave,1,1,0,2
theories,1,1,0,2
southerners,1,1,0,2
wfergerq0ig,1,1,0,2
cincinnatti,1,1,0,2
al,1,1,0,2
fox13now,1,0,1,1
flag,1,1,0,2
html,1,1,0,2
better,1,1,0,2
worked,1,1,0,2
italianexplorer,1,1,0,2
heard,1,1,0,2
hi,1,1,0,2
gay,1,1,0,2
är,1,1,0,2
