word,times_added,times_removed,net_change,absolute_change
dependencies,4,4,0,8
style,4,5,-1,9
la,4,4,0,8
1783,4,4,0,8
1540,4,5,-1,9
eustatius,4,4,0,8
dramatically,4,4,0,8
archaeological,4,4,0,8
given,4,4,0,8
curaçao,4,4,0,8
greater,4,4,0,8
taken,4,5,-1,9
migrants,4,4,0,8
supported,4,5,-1,9
attempted,4,4,0,8
river,4,4,0,8
unforeseeable,4,4,0,8
1667,4,4,0,8
parts,4,4,0,8
1521,4,5,-1,9
taking,4,4,0,8
plants,4,4,0,8
end,4,4,0,8
long,4,4,0,8
juan,4,5,-1,9
wars,4,4,0,8
late,4,4,0,8
ideas,4,4,0,8
claims,4,4,0,8
located,4,4,0,8
failed,4,5,-1,9
communicable,4,4,0,8
settle,4,4,0,8
conquistadors,4,6,-2,10
map,3,3,0,6
william,3,3,0,6
1680,3,3,0,6
establishment,3,3,0,6
recovering,3,3,0,6
tenochtitlan,3,5,-2,8
northern,3,3,0,6
1898,3,3,0,6
genoese,3,2,1,5
captaincy,3,4,-1,7
18,3,4,-1,7
exploitation,3,3,0,6
conquests,3,3,0,6
swedish,3,3,0,6
guatemala,3,4,-1,7
terra,3,3,0,6
locations,3,3,0,6
societies,3,3,0,6
corte,3,3,0,6
passage,3,3,0,6
2017,3,3,0,6
rica,3,3,0,6
peru,3,3,0,6
mid,3,3,0,6
review,3,4,-1,7
online,3,3,0,6
penn,3,3,0,6
killed,3,4,-1,7
voyage,3,3,0,6
estimates,3,3,0,6
route,3,3,0,6
dont,3,3,0,6
invaded,3,3,0,6
panama,3,3,0,6
policy,3,4,-1,7
republic,3,4,-1,7
internal,3,3,0,6
modern,3,4,-1,7
1654,3,3,0,6
santa,3,3,0,6
empires,3,4,-1,7
vast,3,3,0,6
category,3,3,0,6
1713,3,3,0,6
numbers,3,3,0,6
bahamas,3,3,0,6
order,3,3,0,6
northwest,3,3,0,6
teacher,3,3,0,6
attempts,3,4,-1,7
middle,3,3,0,6
process,3,3,0,6
plate,3,3,0,6
1000,3,3,0,6
non,3,3,0,6
describes,3,3,0,6
especially,3,4,-1,7
colonize,3,3,0,6
preoccupied,3,3,0,6
journeys,3,3,0,6
samuel,3,3,0,6
place,3,3,0,6
amerindian,3,3,0,6
king,3,2,1,5
slowly,3,3,0,6
town,3,4,-1,7
general,3,4,-1,7
1493,3,3,0,6
russian,3,3,0,6
11th,3,1,2,4
1609,3,3,0,6
estimated,3,4,-1,7
tordesillas,3,3,0,6
society,3,4,-1,7
periods,3,3,0,6
christian,3,3,0,6
epidemics,3,3,0,6
93,3,3,0,6
1530s,3,4,-1,7
oldest,3,5,-2,8
international,3,3,0,6
balboa,3,3,0,6
1616,3,3,0,6
rise,3,3,0,6
attempt,3,3,0,6
emperor,3,3,0,6
lived,3,3,0,6
vikings,3,3,0,6
headed,3,3,0,6
10th,3,2,1,5
total,3,3,0,6
differences,3,3,0,6
countries,3,3,0,6
common,3,3,0,6
soon,3,3,0,6
systems,3,3,0,6
explorations,3,3,0,6
trading,3,3,0,6
pp,3,3,0,6
colonizing,3,3,0,6
1535,3,3,0,6
1865,3,3,0,6
centuries,3,4,-1,7
university,3,3,0,6
church,3,3,0,6
gained,3,3,0,6
coasts,3,3,0,6
aground,3,3,0,6
1498,3,2,1,5
1532,3,3,0,6
archeological,3,3,0,6
building,3,4,-1,7
true,3,4,-1,7
smallpox,3,3,0,6
christianization,3,3,0,6
run,3,3,0,6
commercial,3,3,0,6
nueva,3,3,0,6
sugar,3,3,0,6
island,3,4,-1,7
running,3,2,1,5
list,3,3,0,6
right,3,2,1,5
scotia,3,3,0,6
pacific,3,3,0,6
nuevo,3,3,0,6
virgin,3,3,0,6
1689,3,3,0,6
plantations,3,3,0,6
eat,3,3,0,6
sold,3,3,0,6
october,3,4,-1,7
2005,3,3,0,6
coronado,3,4,-1,7
extended,3,3,0,6
incas,3,3,0,6
1700,3,3,0,6
netherland,3,3,0,6
chief,3,4,-1,7
old,3,3,0,6
gold,3,3,0,6
thirteen,3,3,0,6
losses,3,4,-1,7
10,3,3,0,6
joão,3,3,0,6
isthmus,3,3,0,6
ponce,3,4,-1,7
inca,3,4,-1,7
development,3,3,0,6
quakers,3,2,1,5
red,3,4,-1,7
explorers,3,4,-1,7
democratic,3,3,0,6
rich,3,3,0,6
scottish,3,3,0,6
courland,3,4,-1,7
response,3,3,0,6
immigrants,3,3,0,6
costa,3,3,0,6
sporadically,3,3,0,6
2000,3,3,0,6
violent,3,2,1,5
prohibiting,3,3,0,6
dated,3,3,0,6
tried,3,3,0,6
december,3,3,0,6
markets,3,4,-1,7
debate,3,3,0,6
bank,3,3,0,6
naval,3,4,-1,7
africans,3,3,0,6
critical,2,2,0,4
latinized,2,2,0,4
holy,2,3,-1,5
behalf,2,2,0,4
passed,2,2,0,4
1512,2,2,0,4
searching,2,2,0,4
leif,2,2,0,4
deaths,2,3,-1,5
990,2,2,0,4
brutal,2,2,0,4
haiti,2,2,0,4
older,2,2,0,4
sublette,2,4,-2,6
soils,2,2,0,4
primary,2,2,0,4
march,2,2,0,4
antonio,2,2,0,4
22,2,3,-1,5
ruled,2,3,-1,5
1800,2,2,0,4
johnson,2,2,0,4
breed,2,3,-1,5
persecution,2,2,0,4
location,2,2,0,4
imperialism,2,2,0,4
august,2,2,0,4
1628,2,2,0,4
valladolid,2,2,0,4
englishmen,2,2,0,4
carbon,2,2,0,4
incan,2,2,0,4
1745,2,2,0,4
signed,2,2,0,4
1817,2,2,0,4
comparative,2,2,0,4
walcheren,2,2,0,4
incentivized,2,2,0,4
undergo,2,2,0,4
1776,2,2,0,4
suriname,2,2,0,4
production,2,2,0,4
religion,2,3,-1,5
far,2,2,0,4
proven,2,2,0,4
pomeroon,2,2,0,4
salvador,2,2,0,4
domination,2,2,0,4
definitively,2,2,0,4
farther,2,3,-1,5
nation,2,2,0,4
main,2,2,0,4
played,2,3,-1,5
beings,2,2,0,4
carried,2,1,1,3
colonialism,2,2,0,4
smith,2,2,0,4
using,2,3,-1,5
caetera,2,2,0,4
textbook,2,2,0,4
amerigo,2,2,0,4
acemoglu,2,2,0,4
civilizations,2,2,0,4
pope,2,2,0,4
higher,2,2,0,4
conversely,2,2,0,4
india,2,2,0,4
held,2,2,0,4
cabeza,2,3,-1,5
uruguay,2,2,0,4
sweden,2,2,0,4
jews,2,2,0,4
1707,2,2,0,4
1627,2,2,0,4
administration,2,2,0,4
74,2,1,1,3
encouraging,2,3,-1,5
domesticated,2,2,0,4
12,2,2,0,4
prior,2,2,0,4
used,2,2,0,4
britain,2,2,0,4
campaign,2,3,-1,5
union,2,1,1,3
hand,2,2,0,4
scientifically,2,2,0,4
vázquez,2,3,-1,5
accepted,2,2,0,4
immigration,2,2,0,4
earlier,2,2,0,4
laborers,2,2,0,4
broadly,2,2,0,4
labrador,2,2,0,4
numerous,2,2,0,4
fe,2,2,0,4
seen,2,2,0,4
financed,2,2,0,4
1604,2,2,0,4
unesco,2,2,0,4
100,2,3,-1,5
half,2,3,-1,5
cash,2,2,0,4
discovered,2,2,0,4
largest,2,2,0,4
álvar,2,3,-1,5
gave,2,2,0,4
1933,2,2,0,4
essequibo,2,2,0,4
july,2,2,0,4
2010,2,2,0,4
sale,2,3,-1,5
structures,2,2,0,4
conflicts,2,2,0,4
conquistadores,2,2,0,4
daron,2,2,0,4
hernando,2,3,-1,5
demographic,2,2,0,4
unknown,2,2,0,4
valuable,2,3,-1,5
proposed,2,2,0,4
ii,2,3,-1,5
brattahlíð,2,2,0,4
bonaire,2,2,0,4
sex,2,2,0,4
barthélemy,2,2,0,4
chicago,2,4,-2,6
þing,2,2,0,4
high,2,2,0,4
possible,2,2,0,4
path,2,2,0,4
widely,2,2,0,4
working,2,2,0,4
starting,2,1,1,3
redirects,2,2,0,4
miguel,2,2,0,4
1971,2,2,0,4
catholics,2,2,0,4
dependent,2,2,0,4
simon,2,2,0,4
maarten,2,2,0,4
landowning,2,2,0,4
17,2,2,0,4
da,2,3,-1,5
18th,2,2,0,4
erikson,2,2,0,4
press,2,3,-1,5
timeline,2,2,0,4
mahoney,2,2,0,4
remains,2,2,0,4
source,2,2,0,4
aruba,2,2,0,4
vaca,2,3,-1,5
bishop,2,2,0,4
alaska,2,2,0,4
major,2,3,-1,5
wounded,2,3,-1,5
jstor,2,2,0,4
pedro,2,2,0,4
giovanni,2,3,-1,5
like,2,2,0,4
arizona,2,3,-1,5
vol,2,2,0,4
ugandan,2,2,0,4
del,2,2,0,4
commodity,2,3,-1,5
maxima,2,2,0,4
explored,2,1,1,3
version,2,2,0,4
entire,2,2,0,4
1658,2,2,0,4
mendoza,2,2,0,4
1558,2,2,0,4
sailed,2,2,0,4
yucatán,2,2,0,4
tip,2,2,0,4
1860,2,2,0,4
linked,2,2,0,4
histoire,2,2,0,4
saba,2,2,0,4
1978,2,2,0,4
dating,2,2,0,4
inhabitants,2,2,0,4
neighboring,2,2,0,4
álvares,2,2,0,4
puritans,2,2,0,4
california,2,3,-1,5
artifacts,2,2,0,4
notable,2,2,0,4
lasted,2,2,0,4
1520,2,2,0,4
mississippi,2,3,-1,5
1810,2,2,0,4
venezuela,2,3,-1,5
class,2,2,0,4
colorado,2,3,-1,5
contrast,2,2,0,4
enduring,2,2,0,4
genocide,2,3,-1,5
hate,2,2,0,4
white,2,3,-1,5
plata,2,3,-1,5
leadership,2,2,0,4
souls,2,2,0,4
denmark,2,2,0,4
taino,2,2,0,4
1502,2,3,-1,5
act,2,3,-1,5
las,2,2,0,4
believe,2,2,0,4
1670,2,2,0,4
persecuted,2,1,1,3
1777,2,2,0,4
harvard,2,2,0,4
240,2,3,-1,5
riches,2,2,0,4
1630,2,2,0,4
148,2,3,-1,5
densely,2,3,-1,5
1491,2,2,0,4
assemblies,2,2,0,4
1664,2,2,0,4
1524,2,2,0,4
demerara,2,2,0,4
search,2,2,0,4
cause,2,2,0,4
making,2,2,0,4
biggest,2,3,-1,5
competition,2,2,0,4
crossings,2,2,0,4
care,2,2,0,4
1050,2,2,0,4
st,2,2,0,4
efforts,2,2,0,4
junio,2,2,0,4
1497,2,3,-1,5
quarters,2,2,0,4
created,2,2,0,4
job,2,2,0,4
timeframe,2,2,0,4
reconquista,2,2,0,4
parliament,2,2,0,4
1811,2,2,0,4
text,2,2,0,4
poor,2,2,0,4
strong,2,1,1,3
1608,2,2,0,4
books,2,2,0,4
ages,2,2,0,4
develop,2,2,0,4
sacrifice,2,2,0,4
1790,2,3,-1,5
1975,2,2,0,4
missouri,2,3,-1,5
catholic,2,2,0,4
inter,2,2,0,4
ce,2,2,0,4
cracks,2,2,0,4
heritage,2,2,0,4
garðar,2,2,0,4
1567,2,2,0,4
connection,2,2,0,4
17th,2,2,0,4
majority,2,2,0,4
1803,2,2,0,4
just,2,2,0,4
iberian,2,1,1,3
tobago,2,2,0,4
inadvertently,2,2,0,4
measles,2,2,0,4
returned,2,2,0,4
practice,2,2,0,4
pennsylvania,2,2,0,4
mobile,2,2,0,4
today,2,3,-1,5
moctezuma,2,3,-1,5
1542,2,2,0,4
multiple,2,2,0,4
26,2,2,0,4
better,2,2,0,4
smithsonian,2,2,0,4
capital,2,3,-1,5
troops,2,2,0,4
20,2,2,0,4
1625,2,2,0,4
smallholder,2,2,0,4
replaced,2,2,0,4
arrival,2,2,0,4
vespucci,2,2,0,4
1501,2,2,0,4
carolinas,2,3,-1,5
tropics,2,2,0,4
groups,2,2,0,4
gay,2,2,0,4
company,2,2,0,4
cayenne,2,2,0,4
rite,2,2,0,4
1960,2,2,0,4
big,2,2,0,4
exact,2,2,0,4
royal,2,2,0,4
ed,2,2,0,4
addition,2,2,0,4
lack,2,2,0,4
actively,2,3,-1,5
21,2,2,0,4
mainland,2,3,-1,5
cultural,2,2,0,4
verrazzano,2,3,-1,5
catastrophe,2,2,0,4
mortality,2,2,0,4
eliot,2,2,0,4
danish,2,2,0,4
bull,2,2,0,4
leaders,2,2,0,4
1754,2,2,0,4
méxico,2,2,0,4
ultimately,2,1,1,3
believed,2,1,1,3
prevent,2,2,0,4
walled,2,3,-1,5
faced,2,2,0,4
berbice,2,2,0,4
court,2,2,0,4
primarily,2,2,0,4
vasco,2,2,0,4
1770,2,2,0,4
7th,2,2,0,4
forcing,2,3,-1,5
1500,2,2,0,4
example,2,2,0,4
1677,2,2,0,4
continuously,2,4,-2,6
argued,2,3,-1,5
calling,2,3,-1,5
systematic,2,3,-1,5
phase,2,2,0,4
book,2,2,0,4
322,2,2,0,4
dos,2,2,0,4
acadia,2,2,0,4
possessions,2,2,0,4
colonizers,2,2,0,4
landowners,2,2,0,4
bloodiest,2,3,-1,5
introduced,2,2,0,4
waged,2,3,-1,5
churches,2,2,0,4
independence,2,2,0,4
places,2,2,0,4
called,2,2,0,4
organized,2,2,0,4
captives,2,2,0,4
expectancy,2,2,0,4
enslaved,2,2,0,4
junctures,2,2,0,4
establishing,2,2,0,4
1638,2,1,1,3
coffee,2,2,0,4
help,2,2,0,4
fur,2,2,0,4
regions,2,2,0,4
2003,2,3,-1,5
depopulated,2,2,0,4
named,2,2,0,4
inspired,2,2,0,4
cartographers,2,2,0,4
estimate,2,2,0,4
eds,2,2,0,4
1543,2,2,0,4
bois,2,2,0,4
morison,2,2,0,4
robinson,2,2,0,4
collections,2,2,0,4
rapidly,2,2,0,4
sponsor,2,2,0,4
start,2,2,0,4
ownership,2,2,0,4
bases,2,3,-1,5
guns,1,1,0,2
hoped,1,1,0,2
fathers,1,1,0,2
hei,1,1,0,2
1557,1,1,0,2
compete,1,1,0,2
95,1,1,0,2
guyana,1,1,0,2
typhus,1,1,0,2
environment,1,1,0,2
tuscan,1,2,-1,3
martín,1,1,0,2
xii,1,1,0,2
cheaply,1,1,0,2
385,1,1,0,2
involved,1,1,0,2
oky,1,1,0,2
warfare,1,1,0,2
1821,1,1,0,2
venture,1,1,0,2
aboard,1,1,0,2
sagas,1,0,1,1
1801,1,1,0,2
helped,1,1,0,2
question,1,1,0,2
pay,1,1,0,2
pigs,1,1,0,2
nonetheless,1,1,0,2
repression,1,1,0,2
file,1,1,0,2
reconnaissance,1,1,0,2
01,1,1,0,2
paper,1,1,0,2
prisoners,1,1,0,2
boundary,1,1,0,2
argentina,1,1,0,2
eric,1,1,0,2
politics,1,2,-1,3
cabral,1,1,0,2
1991,1,1,0,2
somewhat,1,1,0,2
economy,1,1,0,2
queen,1,1,0,2
plenty,1,1,0,2
result,1,1,0,2
1878,1,1,0,2
icelandic,1,0,1,1
priests,1,1,0,2
influx,1,1,0,2
magnolias,1,1,0,2
eccles,1,1,0,2
ancestry,1,2,-1,3
rolfe,1,1,0,2
determine,1,1,0,2
records,1,1,0,2
steven,1,1,0,2
willing,1,1,0,2
dream,1,1,0,2
handbooks,1,1,0,2
way,1,1,0,2
iberia,1,1,0,2
vulnerable,1,1,0,2
ejenenduueejeeiijjenenenibbean,1,1,0,2
indirectly,1,2,-1,3
mix,1,1,0,2
vfnbchgc,1,1,0,2
colonia,1,1,0,2
venedig,1,2,-1,3
cows,1,1,0,2
icazbalceta,1,1,0,2
thessalonians,1,1,0,2
atrocities,1,1,0,2
advantage,1,1,0,2
monks,1,2,-1,3
lb,1,1,0,2
choc,1,1,0,2
stephen,1,1,0,2
traveling,1,1,0,2
defending,1,1,0,2
rendering,1,1,0,2
1635,1,1,0,2
sped,1,1,0,2
latifundias,1,1,0,2
philip,1,1,0,2
bankrupt,1,1,0,2
dada,1,1,0,2
contratación,1,1,0,2
collected,1,1,0,2
1870,1,1,0,2
pornvikings,1,1,0,2
worth,1,1,0,2
choquette,1,1,0,2
exhibitions,1,1,0,2
goats,1,1,0,2
anybody,1,1,0,2
granting,1,1,0,2
contributing,1,1,0,2
purpose,1,1,0,2
2016,1,2,-1,3
sharing,1,1,0,2
disaster,1,1,0,2
continental,1,2,-1,3
reason,1,1,0,2
subsequently,1,1,0,2
vi,1,1,0,2
678,1,1,0,2
egalitarian,1,1,0,2
foothold,1,1,0,2
original,1,1,0,2
unskilled,1,1,0,2
hgcuthjcguigcgjvhkvhkvhjvjyjgcxfhfu,1,1,0,2
ur,1,1,0,2
arrived,1,1,0,2
declined,1,1,0,2
ill,1,1,0,2
smaller,1,1,0,2
environments,1,1,0,2
perspective,1,1,0,2
2015,1,1,0,2
vizcaya,1,1,0,2
according,1,0,1,1
endowments,1,1,0,2
cult,1,1,0,2
relatively,1,1,0,2
brought,1,1,0,2
commonwealth,1,2,-1,3
knopf,1,1,0,2
reflect,1,1,0,2
codfish,1,1,0,2
internet,1,1,0,2
explores,1,1,0,2
promote,1,1,0,2
granted,1,1,0,2
export,1,1,0,2
role,1,2,-1,3
influenza,1,1,0,2
relized,1,1,0,2
sailors,1,0,1,1
dictionary,1,1,0,2
revived,1,1,0,2
croix,1,1,0,2
mit,1,1,0,2
lies,1,0,1,1
driver,1,1,0,2
frontier,1,1,0,2
1907,1,1,0,2
misconception,1,1,0,2
refuge,1,1,0,2
kristinsson,1,1,0,2
briefly,1,0,1,1
heaven,1,2,-1,3
lows,1,1,0,2
cortes,1,1,0,2
decades,1,1,0,2
nahuatl,1,1,0,2
notably,1,1,0,2
easily,1,1,0,2
1612,1,1,0,2
columbia,1,1,0,2
enacted,1,1,0,2
heartlands,1,2,-1,3
jacques,1,1,0,2
drives,1,1,0,2
foundation,1,1,0,2
ceremonial,1,1,0,2
sent,1,1,0,2
surviving,1,1,0,2
1537,1,1,0,2
household,1,1,0,2
fdadavbdw32321qttr76frgfgfszdxvhcfjggdfdsxvbv,1,1,0,2
2018,1,1,0,2
barbados,1,1,0,2
inequality,1,1,0,2
casa,1,1,0,2
mosaic,1,1,0,2
accessible,1,1,0,2
governing,1,1,0,2
puritan,1,1,0,2
counterparts,1,1,0,2
rupert,1,1,0,2
brandenburg,1,2,-1,3
enormous,1,1,0,2
reino,1,1,0,2
objects,1,1,0,2
algonquian,1,1,0,2
recent,1,1,0,2
germany,1,2,-1,3
social,1,1,0,2
roger,1,1,0,2
beautiful,1,1,0,2
practices,1,1,0,2
supply,1,1,0,2
encounter,1,2,-1,3
antibodies,1,1,0,2
uses,1,1,0,2
subjects,1,1,0,2
survived,1,1,0,2
bibliography,1,1,0,2
colección,1,1,0,2
erik,1,1,0,2
bristol,1,0,1,1
entering,1,1,0,2
alienating,1,1,0,2
daniel,1,1,0,2
36,1,1,0,2
gradually,1,1,0,2
putting,1,1,0,2
needing,1,1,0,2
lasting,1,1,0,2
cities,1,1,0,2
año,1,1,0,2
leyes,1,1,0,2
québec,1,1,0,2
hundreds,1,1,0,2
crossed,1,1,0,2
listen,1,0,1,1
domingue,1,1,0,2
thiijioe,1,1,0,2
permanently,1,1,0,2
lana,1,1,0,2
evangelization,1,1,0,2
concept,1,1,0,2
dec,1,1,0,2
det,1,1,0,2
switched,1,1,0,2
primitive,1,1,0,2
housing,1,1,0,2
granada,1,1,0,2
polish,1,2,-1,3
joaquín,1,1,0,2
view,1,1,0,2
extremely,1,1,0,2
visual,1,1,0,2
continuous,1,2,-1,3
indiens,1,1,0,2
sida,1,1,0,2
missions,1,1,0,2
workers,1,1,0,2
peninsula,1,1,0,2
gravity,1,1,0,2
expand,1,1,0,2
tremendously,1,1,0,2
nearly,1,1,0,2
survival,1,1,0,2
unable,1,1,0,2
equinoctial,1,1,0,2
ciudad,1,1,0,2
2001,1,1,0,2
bra,1,1,0,2
1499,1,1,0,2
quinientos,1,1,0,2
drugs,1,1,0,2
second,1,1,0,2
56,1,1,0,2
comprising,1,1,0,2
christians,1,1,0,2
effort,1,1,0,2
shores,1,0,1,1
il,1,2,-1,3
vickers,1,1,0,2
1546,1,1,0,2
force,1,1,0,2
epidemic,1,1,0,2
disambiguation,1,1,0,2
historia,1,1,0,2
lavrador,1,1,0,2
possessed,1,1,0,2
exploit,1,1,0,2
formed,1,1,0,2
action,1,1,0,2
priest,1,1,0,2
guys,1,1,0,2
repartimientos,1,1,0,2
climates,1,1,0,2
fuxufifydihjdtsufkchxufkbkcj,1,1,0,2
naming,1,1,0,2
abandoning,1,0,1,1
unlikely,1,1,0,2
1600,1,1,0,2
bandeirantes,1,1,0,2
numbering,1,1,0,2
allotted,1,1,0,2
museum,1,1,0,2
simply,1,1,0,2
births,1,1,0,2
documentos,1,1,0,2
kissing,1,1,0,2
1629,1,1,0,2
argüelles,1,1,0,2
religions,1,1,0,2
title,1,1,0,2
caballeros,1,1,0,2
plummeted,1,1,0,2
tightly,1,1,0,2
quenpi,1,1,0,2
increase,1,1,0,2
decline,1,1,0,2
fail,1,0,1,1
unganda,1,1,0,2
disputed,1,1,0,2
weak,1,1,0,2
1934,1,1,0,2
watch,1,1,0,2
guadeloupe,1,1,0,2
purify,1,1,0,2
dowry,1,1,0,2
equalized,1,1,0,2
unity,1,1,0,2
davis,1,1,0,2
overwhelming,1,1,0,2
rose,1,1,0,2
invasions,1,1,0,2
65,1,1,0,2
79,1,1,0,2
mary,1,1,0,2
ultimate,1,1,0,2
area,1,1,0,2
1714,1,1,0,2
images,1,1,0,2
wifes,1,1,0,2
largely,1,1,0,2
loudly,1,1,0,2
level,1,1,0,2
hhhhjjthe,1,1,0,2
burgos,1,1,0,2
weaker,1,1,0,2
external,1,1,0,2
encomenderos,1,1,0,2
